iter	RMSE
801	173.2105342
802	173.1409487
803	173.072421
804	172.942959
805	172.8342892
806	172.60041
807	172.4268036
808	172.2506708
809	171.9424011
810	171.7179415
811	171.4666482
812	171.2481997
813	171.1442577
814	171.0762039
815	171.0120823
816	170.7743856
817	170.6724449
818	170.4852767
819	170.2145469
820	170.0087628
821	169.62373
822	169.5005195
823	169.4006875
824	169.3341467
825	169.1695257
826	169.0712324
827	168.9538331
828	168.7155021
829	168.5206526
830	168.306309
831	168.0626498
832	167.9970029
833	167.7913962
834	167.7272197
835	167.4967906
836	167.3063225
837	167.0721414
838	166.8721756
839	166.6490546
840	166.5280997
841	166.4647473
842	166.3668299
843	166.1756172
844	165.9478944
845	165.7651903
846	165.7025948
847	165.6412781
848	165.3610826
849	165.1760215
850	165.0795926
851	164.8612328
852	164.6759215
853	164.4893198
854	164.3815413
855	164.1811008
856	164.122424
857	164.0647455
858	163.8780763
859	163.6996261
860	163.5589301
861	163.3197298
862	163.2250907
863	163.1659728
864	162.9547678
865	162.8618343
866	162.5568186
867	162.4722432
868	162.3147696
869	162.1039207
870	161.9531928
871	161.8950625
872	161.6822773
873	161.5910667
874	161.4284114
875	161.3237013
876	161.0526474
877	160.9011819
878	160.7552813
879	160.6378515
880	160.5804741
881	160.4002294
882	160.3105133
883	160.0970406
884	159.8775981
885	159.8210878
886	159.6821358
887	159.5942648
888	159.3632686
889	159.2484736
890	159.1035946
891	159.0479586
892	158.8815812
893	158.7420026
894	158.5496136
895	158.4092466
896	158.2977828
897	158.2172107
898	158.0879427
899	158.0330031
900	157.978953
901	157.8956722
902	157.748642
903	157.5797201
904	157.5262503
905	157.3272597
906	157.0538823
907	156.8773521
908	156.7700456
909	156.59325
910	156.4907971
911	156.3555914
912	156.1736479
913	156.0442304
914	155.8893053
915	155.8359397
916	155.7541023
917	155.5678979
918	155.4580986
919	155.376297
920	155.3290708
921	155.2497314
922	155.0801975
923	155.0283
924	154.9019663
925	154.7687227
926	154.5803374
927	154.5330991
928	154.4367046
929	154.2065967
930	154.102484
931	153.9194553
932	153.7398684
933	153.6632869
934	153.6166432
935	153.5458473
936	153.3878613
937	153.2591307
938	153.2151531
939	153.1281479
940	152.9114102
941	152.763367
942	152.6248504
943	152.465707
944	152.357828
945	152.2250658
946	152.0910883
947	152.0440564
948	151.9388983
949	151.8694145
950	151.8206542
951	151.749528
952	151.6788036
953	151.6305314
954	151.4850068
955	151.2885694
956	151.1252357
957	150.9706624
958	150.7563302
959	150.5598426
960	150.5156054
961	150.4410043
962	150.3278863
963	150.2863065
964	150.2132049
965	150.0684399
966	149.8901905
967	149.7768447
968	149.7010281
969	149.6288968
970	149.5859841
971	149.4538094
972	149.2524727
973	149.1920044
974	149.0362567
975	148.9494256
976	148.9018669
977	148.8327111
978	148.7337557
979	148.6916863
980	148.6457753
981	148.5792832
982	148.4436765
983	148.2351106
984	148.1221253
985	148.0789486
986	148.0362234
987	147.9947046
988	147.9510955
989	147.8024321
990	147.7593677
991	147.6912817
992	147.6485802
993	147.6062385
994	147.5644013
995	147.4651685
996	147.324036
997	147.2558324
998	147.0866087
999	146.892426
